Policy_ID,Customer_ID,Policy_Number,Policy_Type,Policy_Start_Date,Policy_End_Date,Premium_Amount,Coverage_Amount,Deductible,Policy_Status,Payment_Mode,Premium_Status,Agent_ID
P0515,C0200,PN000515,Health,2024-01-01,2025-01-01,38580,724825,9462,Active,Annual,Paid,A063
P0516,C0607,PN000516,Life,2024-01-01,2025-01-01,49538,896913,4770,Active,Annual,Paid,A090
P0517,C0098,PN000517,Health,2024-01-01,2025-01-01,37505,542224,4440,Active,Annual,Paid,A043
P0518,C0234,PN000518,Vehicle,2024-01-01,2025-01-01,15405,252211,9908,Active,Annual,Paid,A060
P0519,C0166,PN000519,Life,2024-01-01,2025-01-01,11320,351116,5755,Active,Annual,Paid,A059
P0520,C0633,PN000520,Property,2024-01-01,2025-01-01,34367,802029,1080,Active,Annual,Paid,A055
P0521,C0416,PN000521,Property,2024-01-01,2025-01-01,39512,364193,7365,Active,Annual,Paid,A019
P0522,C0630,PN000522,Life,2024-01-01,2025-01-01,33097,939855,8897,Active,Annual,Paid,A047
P0523,C0737,PN000523,Health,2024-01-01,2025-01-01,26743,900386,2627,Active,Annual,Paid,A078
P0524,C0172,PN000524,Life,2024-01-01,2025-01-01,48471,647257,9548,Active,Annual,Paid,A020
P0525,C0732,PN000525,Vehicle,2024-01-01,2025-01-01,10700,895411,8368,Active,Annual,Paid,A092
P0526,C0510,PN000526,Health,2024-01-01,2025-01-01,38887,665008,8819,Active,Annual,Paid,A053
P0527,C0788,PN000527,Property,2024-01-01,2025-01-01,28766,424746,5916,Active,Annual,Paid,A050
P0528,C0459,PN000528,Property,2024-01-01,2025-01-01,24722,375433,8795,Active,Annual,Paid,A061
P0529,C0776,PN000529,Life,2024-01-01,2025-01-01,19333,791865,9558,Active,Annual,Paid,A032
P0530,C0551,PN000530,Property,2024-01-01,2025-01-01,24863,959692,2886,Active,Annual,Paid,A072
P0531,C0562,PN000531,Life,2024-01-01,2025-01-01,30275,800579,8726,Active,Annual,Paid,A006
P0532,C0109,PN000532,Health,2024-01-01,2025-01-01,35571,450333,5670,Active,Annual,Paid,A010
P0533,C0395,PN000533,Life,2024-01-01,2025-01-01,18296,614378,2083,Active,Annual,Paid,A009
P0534,C0082,PN000534,Life,2024-01-01,2025-01-01,26737,796210,5951,Active,Annual,Paid,A058
P0535,C0124,PN000535,Property,2024-01-01,2025-01-01,8619,993500,4576,Active,Annual,Paid,A097
P0536,C0781,PN000536,Property,2024-01-01,2025-01-01,36130,224078,5709,Active,Annual,Paid,A088
P0537,C0368,PN000537,Health,2024-01-01,2025-01-01,36459,263332,8143,Active,Annual,Paid,A032
P0538,C0055,PN000538,Health,2024-01-01,2025-01-01,7337,199677,5529,Active,Annual,Paid,A006
P0539,C0708,PN000539,Health,2024-01-01,2025-01-01,18602,203078,5266,Active,Annual,Paid,A079
P0540,C0590,PN000540,Health,2024-01-01,2025-01-01,24004,743595,3728,Active,Annual,Paid,A003
P0541,C0752,PN000541,Property,2024-01-01,2025-01-01,13818,294601,4302,Active,Annual,Paid,A090
P0542,C0195,PN000542,Property,2024-01-01,2025-01-01,47956,745601,2485,Active,Annual,Paid,A051
P0543,C0071,PN000543,Vehicle,2024-01-01,2025-01-01,36377,461711,5279,Active,Annual,Paid,A086
P0544,C0034,PN000544,Vehicle,2024-01-01,2025-01-01,45538,651968,3902,Active,Annual,Paid,A034
P0545,C0534,PN000545,Vehicle,2024-01-01,2025-01-01,35417,264532,8075,Active,Annual,Paid,A072
P0546,C0709,PN000546,Vehicle,2024-01-01,2025-01-01,42619,345965,1001,Active,Annual,Paid,A054
P0547,C0299,PN000547,Health,2024-01-01,2025-01-01,44545,161703,3826,Active,Annual,Paid,A073
P0548,C0412,PN000548,Vehicle,2024-01-01,2025-01-01,48397,640690,4571,Active,Annual,Paid,A057
P0549,C0747,PN000549,Property,2024-01-01,2025-01-01,17966,208641,3077,Active,Annual,Paid,A071
P0550,C0561,PN000550,Life,2024-01-01,2025-01-01,24440,941894,1426,Active,Annual,Paid,A014
P0551,C0561,PN000551,Life,2024-01-01,2025-01-01,25709,805681,5650,Active,Annual,Paid,A086
P0552,C0533,PN000552,Health,2024-01-01,2025-01-01,26432,119613,1082,Active,Annual,Paid,A068
P0553,C0395,PN000553,Vehicle,2024-01-01,2025-01-01,49390,747666,7214,Active,Annual,Paid,A059
P0554,C0221,PN000554,Health,2024-01-01,2025-01-01,18051,878878,3400,Active,Annual,Paid,A073
P0555,C0500,PN000555,Health,2024-01-01,2025-01-01,28964,509265,7731,Active,Annual,Paid,A083
P0556,C0177,PN000556,Vehicle,2024-01-01,2025-01-01,16422,651166,3880,Active,Annual,Paid,A062
P0557,C0476,PN000557,Health,2024-01-01,2025-01-01,45494,681155,4457,Active,Annual,Paid,A091
P0558,C0021,PN000558,Life,2024-01-01,2025-01-01,6807,480999,2429,Active,Annual,Paid,A073
P0559,C0322,PN000559,Life,2024-01-01,2025-01-01,43027,597495,8071,Active,Annual,Paid,A054
P0560,C0637,PN000560,Health,2024-01-01,2025-01-01,47130,396405,8761,Active,Annual,Paid,A033
P0561,C0684,PN000561,Property,2024-01-01,2025-01-01,20218,590530,5943,Active,Annual,Paid,A063
P0562,C0303,PN000562,Property,2024-01-01,2025-01-01,9083,199466,4250,Active,Annual,Paid,A017
P0563,C0512,PN000563,Health,2024-01-01,2025-01-01,32521,415661,3856,Active,Annual,Paid,A032
P0564,C0138,PN000564,Life,2024-01-01,2025-01-01,46754,135581,4873,Active,Annual,Paid,A093
P0565,C0665,PN000565,Life,2024-01-01,2025-01-01,42247,227220,5122,Active,Annual,Paid,A047
P0566,C0346,PN000566,Property,2024-01-01,2025-01-01,8640,739043,2820,Active,Annual,Paid,A093
P0567,C0574,PN000567,Vehicle,2024-01-01,2025-01-01,15675,714794,7436,Active,Annual,Paid,A076
P0568,C0015,PN000568,Life,2024-01-01,2025-01-01,21067,188907,9464,Active,Annual,Paid,A028
P0569,C0204,PN000569,Vehicle,2024-01-01,2025-01-01,43980,635302,9013,Active,Annual,Paid,A071
P0570,C0132,PN000570,Health,2024-01-01,2025-01-01,29361,543280,2758,Active,Annual,Paid,A053
P0571,C0137,PN000571,Property,2024-01-01,2025-01-01,26091,215197,8486,Active,Annual,Paid,A064
P0572,C0554,PN000572,Life,2024-01-01,2025-01-01,5215,590562,7013,Active,Annual,Paid,A056
P0573,C0014,PN000573,Life,2024-01-01,2025-01-01,15054,516792,6518,Active,Annual,Paid,A037
P0574,C0558,PN000574,Health,2024-01-01,2025-01-01,26647,647714,7167,Active,Annual,Paid,A064
P0575,C0053,PN000575,Health,2024-01-01,2025-01-01,38244,577188,9082,Active,Annual,Paid,A069
P0576,C0796,PN000576,Vehicle,2024-01-01,2025-01-01,21318,722356,2716,Active,Annual,Paid,A085
P0577,C0800,PN000577,Health,2024-01-01,2025-01-01,17956,772718,3117,Active,Annual,Paid,A044
P0578,C0231,PN000578,Life,2024-01-01,2025-01-01,23012,756523,3539,Active,Annual,Paid,A088
P0579,C0057,PN000579,Life,2024-01-01,2025-01-01,24192,393243,7827,Active,Annual,Paid,A053
P0580,C0081,PN000580,Health,2024-01-01,2025-01-01,23030,209603,5828,Active,Annual,Paid,A068
P0581,C0061,PN000581,Vehicle,2024-01-01,2025-01-01,22715,774673,1719,Active,Annual,Paid,A077
P0582,C0115,PN000582,Vehicle,2024-01-01,2025-01-01,6013,338951,1161,Active,Annual,Paid,A061
P0583,C0749,PN000583,Property,2024-01-01,2025-01-01,18178,702717,8862,Active,Annual,Paid,A060
P0584,C0788,PN000584,Vehicle,2024-01-01,2025-01-01,27551,642744,1742,Active,Annual,Paid,A093
P0585,C0354,PN000585,Vehicle,2024-01-01,2025-01-01,12990,333475,5552,Active,Annual,Paid,A085
P0586,C0644,PN000586,Vehicle,2024-01-01,2025-01-01,10487,887567,1854,Active,Annual,Paid,A076
P0587,C0572,PN000587,Vehicle,2024-01-01,2025-01-01,11618,873071,3407,Active,Annual,Paid,A059
P0588,C0715,PN000588,Vehicle,2024-01-01,2025-01-01,34134,919695,3236,Active,Annual,Paid,A002
P0589,C0022,PN000589,Property,2024-01-01,2025-01-01,11030,918543,6019,Active,Annual,Paid,A007
P0590,C0406,PN000590,Life,2024-01-01,2025-01-01,24497,631530,7096,Active,Annual,Paid,A069
P0591,C0731,PN000591,Vehicle,2024-01-01,2025-01-01,46988,161748,1080,Active,Annual,Paid,A010
P0592,C0272,PN000592,Life,2024-01-01,2025-01-01,28945,568449,9442,Active,Annual,Paid,A010
P0593,C0261,PN000593,Vehicle,2024-01-01,2025-01-01,40327,139679,4230,Active,Annual,Paid,A022
P0594,C0546,PN000594,Property,2024-01-01,2025-01-01,21416,942263,7187,Active,Annual,Paid,A077
P0595,C0553,PN000595,Vehicle,2024-01-01,2025-01-01,23460,859379,6892,Active,Annual,Paid,A089
P0596,C0102,PN000596,Vehicle,2024-01-01,2025-01-01,21778,221130,8831,Active,Annual,Paid,A091
P0597,C0430,PN000597,Life,2024-01-01,2025-01-01,40695,476252,8645,Active,Annual,Paid,A051
P0598,C0767,PN000598,Life,2024-01-01,2025-01-01,32451,347385,9642,Active,Annual,Paid,A088
P0599,C0379,PN000599,Vehicle,2024-01-01,2025-01-01,16092,278746,3384,Active,Annual,Paid,A074
P0600,C0085,PN000600,Vehicle,2024-01-01,2025-01-01,18528,547899,2297,Active,Annual,Paid,A047
P0601,C0109,PN000601,Life,2024-01-01,2025-01-01,17773,600151,7176,Active,Annual,Paid,A100
P0602,C0392,PN000602,Life,2024-01-01,2025-01-01,29684,714983,7068,Active,Annual,Paid,A023
P0603,C0230,PN000603,Property,2024-01-01,2025-01-01,12628,924380,2827,Active,Annual,Paid,A021
P0604,C0434,PN000604,Property,2024-01-01,2025-01-01,9369,689598,7431,Active,Annual,Paid,A049
P0605,C0159,PN000605,Vehicle,2024-01-01,2025-01-01,9317,827342,8332,Active,Annual,Paid,A068
P0606,C0066,PN000606,Vehicle,2024-01-01,2025-01-01,16023,498252,5465,Active,Annual,Paid,A095
P0607,C0145,PN000607,Vehicle,2024-01-01,2025-01-01,41792,672081,6586,Active,Annual,Paid,A070
P0608,C0343,PN000608,Life,2024-01-01,2025-01-01,14890,228711,6661,Active,Annual,Paid,A098
P0609,C0727,PN000609,Vehicle,2024-01-01,2025-01-01,9038,369002,3965,Active,Annual,Paid,A029
P0610,C0141,PN000610,Vehicle,2024-01-01,2025-01-01,41042,112302,9677,Active,Annual,Paid,A027
P0611,C0540,PN000611,Health,2024-01-01,2025-01-01,40619,403566,6497,Active,Annual,Paid,A058
P0612,C0208,PN000612,Life,2024-01-01,2025-01-01,16875,615347,7816,Active,Annual,Paid,A094
P0613,C0780,PN000613,Health,2024-01-01,2025-01-01,33523,338960,6878,Active,Annual,Paid,A027
P0614,C0541,PN000614,Life,2024-01-01,2025-01-01,6328,634624,6749,Active,Annual,Paid,A091
P0615,C0586,PN000615,Vehicle,2024-01-01,2025-01-01,8671,870357,9039,Active,Annual,Paid,A014
P0616,C0696,PN000616,Health,2024-01-01,2025-01-01,36712,669228,7519,Active,Annual,Paid,A037
P0617,C0730,PN000617,Property,2024-01-01,2025-01-01,40688,652243,6955,Active,Annual,Paid,A049
P0618,C0047,PN000618,Life,2024-01-01,2025-01-01,40414,958469,8348,Active,Annual,Paid,A036
P0619,C0194,PN000619,Vehicle,2024-01-01,2025-01-01,48983,704799,5675,Active,Annual,Paid,A001
P0620,C0184,PN000620,Life,2024-01-01,2025-01-01,24428,728900,6891,Active,Annual,Paid,A061
P0621,C0657,PN000621,Property,2024-01-01,2025-01-01,23450,642771,9569,Active,Annual,Paid,A039
P0622,C0590,PN000622,Vehicle,2024-01-01,2025-01-01,25835,901995,5995,Active,Annual,Paid,A009
P0623,C0778,PN000623,Vehicle,2024-01-01,2025-01-01,5621,992665,4629,Active,Annual,Paid,A043
P0624,C0530,PN000624,Vehicle,2024-01-01,2025-01-01,10817,211343,9736,Active,Annual,Paid,A039
P0625,C0772,PN000625,Property,2024-01-01,2025-01-01,15663,541286,3861,Active,Annual,Paid,A096
P0626,C0211,PN000626,Vehicle,2024-01-01,2025-01-01,46881,727807,6524,Active,Annual,Paid,A040
P0627,C0718,PN000627,Property,2024-01-01,2025-01-01,9447,468021,5408,Active,Annual,Paid,A060
P0628,C0671,PN000628,Vehicle,2024-01-01,2025-01-01,10899,891525,6382,Active,Annual,Paid,A089
P0629,C0199,PN000629,Life,2024-01-01,2025-01-01,22346,513087,6541,Active,Annual,Paid,A099
P0630,C0212,PN000630,Property,2024-01-01,2025-01-01,18572,909090,8074,Active,Annual,Paid,A074
P0631,C0796,PN000631,Life,2024-01-01,2025-01-01,27567,629667,2941,Active,Annual,Paid,A073
P0632,C0345,PN000632,Property,2024-01-01,2025-01-01,21532,893877,5834,Active,Annual,Paid,A004
P0633,C0674,PN000633,Life,2024-01-01,2025-01-01,38051,296133,3433,Active,Annual,Paid,A059
P0634,C0510,PN000634,Health,2024-01-01,2025-01-01,26182,900385,8570,Active,Annual,Paid,A043
P0635,C0243,PN000635,Health,2024-01-01,2025-01-01,33736,663559,3632,Active,Annual,Paid,A053
P0636,C0227,PN000636,Vehicle,2024-01-01,2025-01-01,44038,514362,2641,Active,Annual,Paid,A082
P0637,C0693,PN000637,Vehicle,2024-01-01,2025-01-01,48006,982272,6668,Active,Annual,Paid,A020
P0638,C0021,PN000638,Property,2024-01-01,2025-01-01,34117,654110,3293,Active,Annual,Paid,A056
P0639,C0481,PN000639,Vehicle,2024-01-01,2025-01-01,6777,502178,5612,Active,Annual,Paid,A072
P0640,C0572,PN000640,Health,2024-01-01,2025-01-01,49900,156469,7457,Active,Annual,Paid,A062
P0641,C0299,PN000641,Property,2024-01-01,2025-01-01,46555,910657,3992,Active,Annual,Paid,A011
P0642,C0752,PN000642,Vehicle,2024-01-01,2025-01-01,7340,685177,4977,Active,Annual,Paid,A089
P0643,C0167,PN000643,Vehicle,2024-01-01,2025-01-01,32587,446094,3419,Active,Annual,Paid,A003
P0644,C0269,PN000644,Life,2024-01-01,2025-01-01,10649,101389,5962,Active,Annual,Paid,A004
P0645,C0221,PN000645,Life,2024-01-01,2025-01-01,41027,492771,4601,Active,Annual,Paid,A018
P0646,C0721,PN000646,Vehicle,2024-01-01,2025-01-01,48618,407462,6355,Active,Annual,Paid,A030
P0647,C0317,PN000647,Health,2024-01-01,2025-01-01,29525,919845,5713,Active,Annual,Paid,A006
P0648,C0047,PN000648,Health,2024-01-01,2025-01-01,36150,891756,8698,Active,Annual,Paid,A063
P0649,C0250,PN000649,Life,2024-01-01,2025-01-01,22232,775788,6426,Active,Annual,Paid,A023
P0650,C0161,PN000650,Health,2024-01-01,2025-01-01,38747,692323,8989,Active,Annual,Paid,A064
P0651,C0347,PN000651,Health,2024-01-01,2025-01-01,31169,859845,1702,Active,Annual,Paid,A023
P0652,C0228,PN000652,Property,2024-01-01,2025-01-01,15897,673625,9315,Active,Annual,Paid,A007
P0653,C0790,PN000653,Vehicle,2024-01-01,2025-01-01,7733,982714,9215,Active,Annual,Paid,A007
P0654,C0370,PN000654,Life,2024-01-01,2025-01-01,45030,677896,3083,Active,Annual,Paid,A008
P0655,C0231,PN000655,Life,2024-01-01,2025-01-01,32679,152085,6331,Active,Annual,Paid,A030
P0656,C0130,PN000656,Health,2024-01-01,2025-01-01,19747,634456,4948,Active,Annual,Paid,A065
P0657,C0586,PN000657,Life,2024-01-01,2025-01-01,14655,332726,5347,Active,Annual,Paid,A009
P0658,C0521,PN000658,Life,2024-01-01,2025-01-01,5100,991259,3124,Active,Annual,Paid,A063
P0659,C0785,PN000659,Life,2024-01-01,2025-01-01,34099,534630,6444,Active,Annual,Paid,A082
P0660,C0639,PN000660,Vehicle,2024-01-01,2025-01-01,18548,640592,7052,Active,Annual,Paid,A014
P0661,C0586,PN000661,Vehicle,2024-01-01,2025-01-01,34408,584418,6972,Active,Annual,Paid,A085
P0662,C0429,PN000662,Property,2024-01-01,2025-01-01,33548,750588,5426,Active,Annual,Paid,A013
P0663,C0618,PN000663,Health,2024-01-01,2025-01-01,5507,469792,7154,Active,Annual,Paid,A066
P0664,C0102,PN000664,Life,2024-01-01,2025-01-01,17151,144101,2672,Active,Annual,Paid,A025
P0665,C0583,PN000665,Property,2024-01-01,2025-01-01,48621,119751,9890,Active,Annual,Paid,A003
P0666,C0231,PN000666,Vehicle,2024-01-01,2025-01-01,22671,503229,2583,Active,Annual,Paid,A059
P0667,C0100,PN000667,Health,2024-01-01,2025-01-01,41665,430982,4940,Active,Annual,Paid,A007
P0668,C0515,PN000668,Property,2024-01-01,2025-01-01,35697,256279,6487,Active,Annual,Paid,A028
P0669,C0056,PN000669,Health,2024-01-01,2025-01-01,19362,207026,6177,Active,Annual,Paid,A056
P0670,C0130,PN000670,Property,2024-01-01,2025-01-01,7588,391804,2257,Active,Annual,Paid,A050
P0671,C0800,PN000671,Health,2024-01-01,2025-01-01,24329,287951,2079,Active,Annual,Paid,A029
P0672,C0646,PN000672,Health,2024-01-01,2025-01-01,18031,462344,2116,Active,Annual,Paid,A005
P0673,C0594,PN000673,Property,2024-01-01,2025-01-01,20011,713698,2034,Active,Annual,Paid,A056
P0674,C0030,PN000674,Health,2024-01-01,2025-01-01,46672,862104,5288,Active,Annual,Paid,A040
P0675,C0082,PN000675,Property,2024-01-01,2025-01-01,27838,399283,5908,Active,Annual,Paid,A030
P0676,C0716,PN000676,Property,2024-01-01,2025-01-01,43099,646764,5589,Active,Annual,Paid,A035
P0677,C0534,PN000677,Life,2024-01-01,2025-01-01,25925,876117,7446,Active,Annual,Paid,A011
P0678,C0066,PN000678,Health,2024-01-01,2025-01-01,16697,136156,2276,Active,Annual,Paid,A076
P0679,C0137,PN000679,Property,2024-01-01,2025-01-01,27151,331256,2682,Active,Annual,Paid,A051
P0680,C0234,PN000680,Health,2024-01-01,2025-01-01,26857,339493,7446,Active,Annual,Paid,A019
P0681,C0119,PN000681,Life,2024-01-01,2025-01-01,8744,370116,9567,Active,Annual,Paid,A056
P0682,C0117,PN000682,Vehicle,2024-01-01,2025-01-01,7470,522746,5124,Active,Annual,Paid,A025
P0683,C0697,PN000683,Vehicle,2024-01-01,2025-01-01,41857,233875,5382,Active,Annual,Paid,A054
P0684,C0585,PN000684,Life,2024-01-01,2025-01-01,28790,176197,8415,Active,Annual,Paid,A003
P0685,C0187,PN000685,Property,2024-01-01,2025-01-01,21906,392405,6310,Active,Annual,Paid,A080
P0686,C0670,PN000686,Vehicle,2024-01-01,2025-01-01,10908,470667,8704,Active,Annual,Paid,A060
P0687,C0709,PN000687,Life,2024-01-01,2025-01-01,44930,238656,5913,Active,Annual,Paid,A048
P0688,C0704,PN000688,Health,2024-01-01,2025-01-01,32376,205468,2127,Active,Annual,Paid,A089
P0689,C0670,PN000689,Property,2024-01-01,2025-01-01,37877,702585,8415,Active,Annual,Paid,A078
P0690,C0205,PN000690,Life,2024-01-01,2025-01-01,38440,559502,4257,Active,Annual,Paid,A035
P0691,C0265,PN000691,Health,2024-01-01,2025-01-01,13886,291915,9989,Active,Annual,Paid,A061
P0692,C0245,PN000692,Life,2024-01-01,2025-01-01,13676,971510,2065,Active,Annual,Paid,A044
P0693,C0517,PN000693,Vehicle,2024-01-01,2025-01-01,47406,261899,7853,Active,Annual,Paid,A100
P0694,C0029,PN000694,Vehicle,2024-01-01,2025-01-01,49264,920181,1088,Active,Annual,Paid,A018
P0695,C0350,PN000695,Life,2024-01-01,2025-01-01,35178,453817,8822,Active,Annual,Paid,A028
P0696,C0088,PN000696,Vehicle,2024-01-01,2025-01-01,20881,586969,2190,Active,Annual,Paid,A075
P0697,C0770,PN000697,Life,2024-01-01,2025-01-01,44067,941862,4812,Active,Annual,Paid,A088
P0698,C0393,PN000698,Life,2024-01-01,2025-01-01,41051,775967,7353,Active,Annual,Paid,A008
P0699,C0110,PN000699,Health,2024-01-01,2025-01-01,38917,723032,5765,Active,Annual,Paid,A053
P0700,C0560,PN000700,Health,2024-01-01,2025-01-01,23342,888444,2009,Active,Annual,Paid,A087
P0701,C0287,PN000701,Property,2024-01-01,2025-01-01,45172,507298,8098,Active,Annual,Paid,A027
P0702,C0249,PN000702,Vehicle,2024-01-01,2025-01-01,10808,127009,2565,Active,Annual,Paid,A047
P0703,C0322,PN000703,Vehicle,2024-01-01,2025-01-01,44710,264909,8381,Active,Annual,Paid,A026
P0704,C0362,PN000704,Property,2024-01-01,2025-01-01,28762,544089,1138,Active,Annual,Paid,A039
P0705,C0628,PN000705,Health,2024-01-01,2025-01-01,12249,722924,7151,Active,Annual,Paid,A055
P0706,C0481,PN000706,Health,2024-01-01,2025-01-01,11033,150162,9239,Active,Annual,Paid,A060
P0707,C0697,PN000707,Vehicle,2024-01-01,2025-01-01,38857,442700,3892,Active,Annual,Paid,A041
P0708,C0483,PN000708,Health,2024-01-01,2025-01-01,41113,458111,4403,Active,Annual,Paid,A096
P0709,C0125,PN000709,Vehicle,2024-01-01,2025-01-01,45607,676310,4763,Active,Annual,Paid,A100
P0710,C0371,PN000710,Health,2024-01-01,2025-01-01,35560,507701,9741,Active,Annual,Paid,A024
P0711,C0355,PN000711,Life,2024-01-01,2025-01-01,24903,666826,5784,Active,Annual,Paid,A081
P0712,C0466,PN000712,Vehicle,2024-01-01,2025-01-01,38646,363738,6162,Active,Annual,Paid,A017
P0713,C0328,PN000713,Life,2024-01-01,2025-01-01,10294,626053,4871,Active,Annual,Paid,A041
P0714,C0059,PN000714,Health,2024-01-01,2025-01-01,31697,507682,5762,Active,Annual,Paid,A011
P0715,C0042,PN000715,Life,2024-01-01,2025-01-01,36755,547037,6315,Active,Annual,Paid,A091
P0716,C0488,PN000716,Property,2024-01-01,2025-01-01,37406,670449,2718,Active,Annual,Paid,A065
P0717,C0503,PN000717,Health,2024-01-01,2025-01-01,49485,641595,7124,Active,Annual,Paid,A031
P0718,C0264,PN000718,Vehicle,2024-01-01,2025-01-01,31342,367055,2119,Active,Annual,Paid,A097
P0719,C0652,PN000719,Property,2024-01-01,2025-01-01,33532,363512,5582,Active,Annual,Paid,A091
P0720,C0503,PN000720,Vehicle,2024-01-01,2025-01-01,28571,871707,6170,Active,Annual,Paid,A036
P0721,C0366,PN000721,Vehicle,2024-01-01,2025-01-01,49158,607933,6214,Active,Annual,Paid,A010
P0722,C0025,PN000722,Life,2024-01-01,2025-01-01,49386,437743,6050,Active,Annual,Paid,A096
P0723,C0696,PN000723,Property,2024-01-01,2025-01-01,10941,307672,9526,Active,Annual,Paid,A083
P0724,C0758,PN000724,Life,2024-01-01,2025-01-01,35572,762552,8969,Active,Annual,Paid,A091
P0725,C0591,PN000725,Health,2024-01-01,2025-01-01,38499,120806,4252,Active,Annual,Paid,A050
P0726,C0641,PN000726,Vehicle,2024-01-01,2025-01-01,26026,166645,1900,Active,Annual,Paid,A028
P0727,C0209,PN000727,Life,2024-01-01,2025-01-01,16119,287511,5609,Active,Annual,Paid,A085
P0728,C0031,PN000728,Vehicle,2024-01-01,2025-01-01,21626,803365,1876,Active,Annual,Paid,A081
P0729,C0254,PN000729,Life,2024-01-01,2025-01-01,11095,172727,5998,Active,Annual,Paid,A001
P0730,C0717,PN000730,Property,2024-01-01,2025-01-01,13869,874001,8187,Active,Annual,Paid,A029
P0731,C0748,PN000731,Health,2024-01-01,2025-01-01,13024,980169,2070,Active,Annual,Paid,A050
P0732,C0650,PN000732,Health,2024-01-01,2025-01-01,39514,415154,2261,Active,Annual,Paid,A004
P0733,C0262,PN000733,Property,2024-01-01,2025-01-01,43806,766336,2844,Active,Annual,Paid,A080
P0734,C0350,PN000734,Life,2024-01-01,2025-01-01,36635,647943,6188,Active,Annual,Paid,A074
P0735,C0126,PN000735,Health,2024-01-01,2025-01-01,7768,339062,8957,Active,Annual,Paid,A071
P0736,C0487,PN000736,Vehicle,2024-01-01,2025-01-01,30270,699126,8723,Active,Annual,Paid,A095
P0737,C0378,PN000737,Life,2024-01-01,2025-01-01,21448,659631,4118,Active,Annual,Paid,A004
P0738,C0278,PN000738,Vehicle,2024-01-01,2025-01-01,45519,663100,9217,Active,Annual,Paid,A076
P0739,C0206,PN000739,Health,2024-01-01,2025-01-01,23396,343953,9552,Active,Annual,Paid,A038
P0740,C0796,PN000740,Property,2024-01-01,2025-01-01,33330,256366,4924,Active,Annual,Paid,A016
P0741,C0372,PN000741,Property,2024-01-01,2025-01-01,25050,694190,3416,Active,Annual,Paid,A026
P0742,C0615,PN000742,Property,2024-01-01,2025-01-01,30632,588673,1080,Active,Annual,Paid,A072
P0743,C0427,PN000743,Health,2024-01-01,2025-01-01,33520,463969,1432,Active,Annual,Paid,A015
P0744,C0407,PN000744,Vehicle,2024-01-01,2025-01-01,20009,741537,9887,Active,Annual,Paid,A075
P0745,C0073,PN000745,Health,2024-01-01,2025-01-01,44435,124399,7314,Active,Annual,Paid,A039
P0746,C0622,PN000746,Life,2024-01-01,2025-01-01,29690,776939,9722,Active,Annual,Paid,A082
P0747,C0502,PN000747,Health,2024-01-01,2025-01-01,14029,891204,6472,Active,Annual,Paid,A097
P0748,C0071,PN000748,Life,2024-01-01,2025-01-01,39442,239761,5596,Active,Annual,Paid,A087
P0749,C0550,PN000749,Vehicle,2024-01-01,2025-01-01,48639,638345,3585,Active,Annual,Paid,A099
P0750,C0689,PN000750,Vehicle,2024-01-01,2025-01-01,46062,103014,3137,Active,Annual,Paid,A083
P0751,C0634,PN000751,Property,2024-01-01,2025-01-01,21155,765272,1082,Active,Annual,Paid,A036
P0752,C0353,PN000752,Life,2024-01-01,2025-01-01,13910,440982,4728,Active,Annual,Paid,A070
P0753,C0091,PN000753,Property,2024-01-01,2025-01-01,29713,596178,4525,Active,Annual,Paid,A022
P0754,C0436,PN000754,Life,2024-01-01,2025-01-01,31756,912789,7734,Active,Annual,Paid,A054
P0755,C0119,PN000755,Vehicle,2024-01-01,2025-01-01,41264,226855,2018,Active,Annual,Paid,A047
P0756,C0495,PN000756,Property,2024-01-01,2025-01-01,43573,993728,7986,Active,Annual,Paid,A035
P0757,C0721,PN000757,Vehicle,2024-01-01,2025-01-01,16432,323742,3893,Active,Annual,Paid,A025
P0758,C0483,PN000758,Property,2024-01-01,2025-01-01,45406,277966,2223,Active,Annual,Paid,A087
P0759,C0713,PN000759,Life,2024-01-01,2025-01-01,40079,217132,7921,Active,Annual,Paid,A051
P0760,C0696,PN000760,Health,2024-01-01,2025-01-01,21649,863547,6933,Active,Annual,Paid,A059
P0761,C0235,PN000761,Health,2024-01-01,2025-01-01,13699,874091,9986,Active,Annual,Paid,A052
P0762,C0488,PN000762,Health,2024-01-01,2025-01-01,26603,951331,7922,Active,Annual,Paid,A080
P0763,C0355,PN000763,Vehicle,2024-01-01,2025-01-01,10035,482693,2323,Active,Annual,Paid,A046
P0764,C0058,PN000764,Vehicle,2024-01-01,2025-01-01,24008,764249,3655,Active,Annual,Paid,A005
P0765,C0734,PN000765,Vehicle,2024-01-01,2025-01-01,13584,889310,7379,Active,Annual,Paid,A027
P0766,C0407,PN000766,Property,2024-01-01,2025-01-01,9727,714529,7410,Active,Annual,Paid,A043
P0767,C0366,PN000767,Vehicle,2024-01-01,2025-01-01,46788,226966,4804,Active,Annual,Paid,A019
P0768,C0323,PN000768,Property,2024-01-01,2025-01-01,39031,501036,6706,Active,Annual,Paid,A082
P0769,C0789,PN000769,Vehicle,2024-01-01,2025-01-01,38412,237272,3927,Active,Annual,Paid,A094
P0770,C0181,PN000770,Life,2024-01-01,2025-01-01,20452,338544,8794,Active,Annual,Paid,A035
P0771,C0160,PN000771,Vehicle,2024-01-01,2025-01-01,27916,253207,5426,Active,Annual,Paid,A098
P0772,C0617,PN000772,Life,2024-01-01,2025-01-01,15059,154828,5437,Active,Annual,Paid,A060
