Claim_ID,Policy_ID,Claim_Date,Incident_Date,Claim_Type,Claim_Channel,Claim_Amount,Estimated_Loss,Claim_Status,Claim_Priority,Documents_Submitted,Surveyor_Assigned,Fraud_Flag,Fraud_Score,Settlement_Amount,Settlement_Days,Approval_Date,Rejection_Reason,Hospital_Garage_Name,Incident_City,Incident_State
CL01006,P0308,2025-01-01,2024-12-20,Accident,Online,377681,339912,Rejected,High,Yes,Yes,Yes,5,,25,2025-01-10,,Apollo,Hyderabad,TS
CL01007,P0403,2025-01-01,2024-12-20,Accident,Online,157773,141995, approved ,Low,Yes,Yes,Yes,41,,24,2025-01-10,,City Garage,Hyderabad,TS
CL01008,P0033,2025-01-01,2024-12-20,Medical,Online,113755,102379, approved ,Low,Yes,Yes,Yes,19,,57,2025-01-10,,Apollo,Hyderabad,TS
CL01009,P0935,2025-01-01,2024-12-20,Accident,Online,116622,104959,Pending,High,Yes,Yes,Yes,92,,12,2025-01-10,,City Garage,Hyderabad,TS
CL01010,P0695,2025-01-01,2024-12-20,Accident,Online,235283,211754,Rejected,Low,Yes,Yes,Yes,2,,35,2025-01-10,,Apollo,Hyderabad,TS
CL01011,P0125,2025-01-01,2024-12-20,Accident,Online,276970,249273,Approved,Low,Yes,Yes,No,71,276970,16,2025-01-10,,Apollo,Hyderabad,TS
CL01012,P0362,2025-01-01,2024-12-20,Accident,Online,331682,298513, approved ,High,Yes,Yes,No,96,,41,2025-01-10,,Apollo,Hyderabad,TS
CL01013,P0037,2025-01-01,2024-12-20,Accident,Online,405051,364545, approved ,High,Yes,Yes,No,69,,47,2025-01-10,,Apollo,Hyderabad,TS
CL01014,P0994,2025-01-01,2024-12-20,Medical,Online,390486,351437,Pending,High,Yes,Yes,Yes,71,,51,2025-01-10,,City Garage,Hyderabad,TS
CL01015,P0152,2025-01-01,2024-12-20,Theft,Online,20418,18376,Approved,High,Yes,Yes,No,23,20418,12,2025-01-10,,Apollo,Hyderabad,TS
CL01016,P0069,2025-01-01,2024-12-20,Accident,Online,112687,101418,Rejected,Medium,Yes,Yes,No,12,,31,2025-01-10,,City Garage,Hyderabad,TS
CL01017,P0078,2025-01-01,2024-12-20,Fire,Online,102858,92572,Rejected,Medium,Yes,Yes,Yes,30,,54,2025-01-10,,City Garage,Hyderabad,TS
CL01018,P0709,2025-01-01,2024-12-20,Theft,Online,372899,335609, approved ,Low,Yes,Yes,Yes,3,,2,2025-01-10,,City Garage,Hyderabad,TS
CL01019,P0074,2025-01-01,2024-12-20,Fire,Online,310021,279018,Pending,Low,Yes,Yes,No,26,,46,2025-01-10,,Apollo,Hyderabad,TS
CL01020,P0083,2025-01-01,2024-12-20,Accident,Online,499197,449277,Rejected,Low,Yes,Yes,Yes,59,,37,2025-01-10,,Apollo,Hyderabad,TS
CL01021,P0636,2025-01-01,2024-12-20,Medical,Online,362977,326679,Rejected,High,Yes,Yes,No,91,,16,2025-01-10,,City Garage,Hyderabad,TS
CL01022,P0383,2025-01-01,2024-12-20,Fire,Online,259155,233239,Approved,Medium,Yes,Yes,No,100,259155,35,2025-01-10,,Apollo,Hyderabad,TS
CL01023,P0878,2025-01-01,2024-12-20,Theft,Online,451591,406431,Pending,Medium,Yes,Yes,Yes,75,,25,2025-01-10,,City Garage,Hyderabad,TS
CL01024,P0744,2025-01-01,2024-12-20,Accident,Online,227632,204868,Approved,Medium,Yes,Yes,Yes,27,227632,49,2025-01-10,,City Garage,Hyderabad,TS
CL01025,P0402,2025-01-01,2024-12-20,Accident,Online,353889,318500,Approved,Medium,Yes,Yes,Yes,35,353889,35,2025-01-10,,Apollo,Hyderabad,TS
CL01026,P0402,2025-01-01,2024-12-20,Fire,Online,16614,14952,Rejected,Low,Yes,Yes,Yes,81,,4,2025-01-10,,City Garage,Hyderabad,TS
CL01027,P0370,2025-01-01,2024-12-20,Accident,Online,288997,260097, approved ,Medium,Yes,Yes,Yes,67,,5,2025-01-10,,Apollo,Hyderabad,TS
CL01028,P0555,2025-01-01,2024-12-20,Theft,Online,162211,145989,Approved,High,Yes,Yes,No,8,162211,7,2025-01-10,,City Garage,Hyderabad,TS
CL01029,P1000,2025-01-01,2024-12-20,Accident,Online,323579,291221,Pending,Low,Yes,Yes,No,8,,19,2025-01-10,,City Garage,Hyderabad,TS
CL01030,P0565,2025-01-01,2024-12-20,Fire,Online,466303,419672,Rejected,Low,Yes,Yes,No,16,,51,2025-01-10,,City Garage,Hyderabad,TS
CL01031,P0653,2025-01-01,2024-12-20,Accident,Online,74897,67407,Approved,Medium,Yes,Yes,Yes,23,74897,13,2025-01-10,,Apollo,Hyderabad,TS
CL01032,P0957,2025-01-01,2024-12-20,Medical,Online,339197,305277, approved ,High,Yes,Yes,Yes,26,,45,2025-01-10,,City Garage,Hyderabad,TS
CL01033,P0320,2025-01-01,2024-12-20,Medical,Online,385429,346886, approved ,High,Yes,Yes,Yes,30,,54,2025-01-10,,City Garage,Hyderabad,TS
CL01034,P0877,2025-01-01,2024-12-20,Medical,Online,90324,81291,Pending,High,Yes,Yes,No,33,,35,2025-01-10,,Apollo,Hyderabad,TS
CL01035,P0290,2025-01-01,2024-12-20,Theft,Online,51490,46341, approved ,High,Yes,Yes,Yes,10,,30,2025-01-10,,City Garage,Hyderabad,TS
CL01036,P0079,2025-01-01,2024-12-20,Fire,Online,394512,355060,Pending,High,Yes,Yes,Yes,94,,14,2025-01-10,,City Garage,Hyderabad,TS
CL01037,P0074,2025-01-01,2024-12-20,Fire,Online,233509,210158,Rejected,Medium,Yes,Yes,No,99,,17,2025-01-10,,City Garage,Hyderabad,TS
CL01038,P0486,2025-01-01,2024-12-20,Fire,Online,380989,342890,Rejected,High,Yes,Yes,No,24,,24,2025-01-10,,City Garage,Hyderabad,TS
CL01039,P0414,2025-01-01,2024-12-20,Theft,Online,357585,321826, approved ,Low,Yes,Yes,No,77,,60,2025-01-10,,City Garage,Hyderabad,TS
CL01040,P0325,2025-01-01,2024-12-20,Theft,Online,13258,11932,Pending,High,Yes,Yes,No,96,,24,2025-01-10,,City Garage,Hyderabad,TS
CL01041,P0391,2025-01-01,2024-12-20,Medical,Online,495884,446295,Approved,High,Yes,Yes,No,37,495884,39,2025-01-10,,City Garage,Hyderabad,TS
CL01042,P0040,2025-01-01,2024-12-20,Accident,Online,293316,263984,Rejected,Low,Yes,Yes,Yes,1,,8,2025-01-10,,Apollo,Hyderabad,TS
CL01043,P0385,2025-01-01,2024-12-20,Medical,Online,259811,233829,Rejected,Low,Yes,Yes,No,17,,18,2025-01-10,,City Garage,Hyderabad,TS
CL01044,P0279,2025-01-01,2024-12-20,Fire,Online,166331,149697,Rejected,Low,Yes,Yes,No,31,,5,2025-01-10,,Apollo,Hyderabad,TS
CL01045,P0446,2025-01-01,2024-12-20,Accident,Online,469198,422278,Rejected,Low,Yes,Yes,No,36,,54,2025-01-10,,Apollo,Hyderabad,TS
CL01046,P0824,2025-01-01,2024-12-20,Accident,Online,155196,139676,Approved,Medium,Yes,Yes,Yes,18,155196,49,2025-01-10,,City Garage,Hyderabad,TS
CL01047,P0618,2025-01-01,2024-12-20,Medical,Online,213228,191905,Approved,Low,Yes,Yes,Yes,96,213228,32,2025-01-10,,Apollo,Hyderabad,TS
CL01048,P0714,2025-01-01,2024-12-20,Theft,Online,19622,17659, approved ,High,Yes,Yes,Yes,3,,37,2025-01-10,,City Garage,Hyderabad,TS
CL01049,P0219,2025-01-01,2024-12-20,Accident,Online,361449,325304,Approved,High,Yes,Yes,No,82,361449,55,2025-01-10,,City Garage,Hyderabad,TS
CL01050,P0374,2025-01-01,2024-12-20,Theft,Online,16861,15174,Pending,Low,Yes,Yes,Yes,78,,11,2025-01-10,,Apollo,Hyderabad,TS
CL01051,P0397,2025-01-01,2024-12-20,Accident,Online,299188,269269,Pending,Medium,Yes,Yes,No,69,,30,2025-01-10,,City Garage,Hyderabad,TS
CL01052,P0275,2025-01-01,2024-12-20,Medical,Online,330274,297246,Rejected,Medium,Yes,Yes,Yes,18,,12,2025-01-10,,City Garage,Hyderabad,TS
CL01053,P0003,2025-01-01,2024-12-20,Accident,Online,294535,265081, approved ,High,Yes,Yes,No,88,,22,2025-01-10,,City Garage,Hyderabad,TS
CL01054,P0664,2025-01-01,2024-12-20,Medical,Online,338636,304772, approved ,Low,Yes,Yes,No,73,,52,2025-01-10,,Apollo,Hyderabad,TS
CL01055,P0597,2025-01-01,2024-12-20,Accident,Online,461316,415184,Pending,High,Yes,Yes,Yes,84,,30,2025-01-10,,City Garage,Hyderabad,TS
CL01056,P0227,2025-01-01,2024-12-20,Theft,Online,310850,279765,Approved,Low,Yes,Yes,No,8,310850,1,2025-01-10,,City Garage,Hyderabad,TS
CL01057,P0143,2025-01-01,2024-12-20,Medical,Online,421762,379585, approved ,High,Yes,Yes,Yes,15,,17,2025-01-10,,City Garage,Hyderabad,TS
CL01058,P0410,2025-01-01,2024-12-20,Accident,Online,138589,124730,Pending,Low,Yes,Yes,Yes,54,,39,2025-01-10,,Apollo,Hyderabad,TS
CL01059,P0093,2025-01-01,2024-12-20,Fire,Online,7639,6875, approved ,Low,Yes,Yes,Yes,89,,3,2025-01-10,,City Garage,Hyderabad,TS
CL01060,P0071,2025-01-01,2024-12-20,Fire,Online,202757,182481,Pending,High,Yes,Yes,No,99,,4,2025-01-10,,Apollo,Hyderabad,TS
CL01061,P0865,2025-01-01,2024-12-20,Fire,Online,33180,29862,Pending,Medium,Yes,Yes,Yes,0,,8,2025-01-10,,City Garage,Hyderabad,TS
CL01062,P0302,2025-01-01,2024-12-20,Accident,Online,400839,360755,Rejected,Medium,Yes,Yes,Yes,26,,33,2025-01-10,,Apollo,Hyderabad,TS
CL01063,P0954,2025-01-01,2024-12-20,Theft,Online,314033,282629,Approved,High,Yes,Yes,Yes,55,314033,51,2025-01-10,,Apollo,Hyderabad,TS
CL01064,P0926,2025-01-01,2024-12-20,Theft,Online,260615,234553, approved ,High,Yes,Yes,No,28,,54,2025-01-10,,Apollo,Hyderabad,TS
CL01065,P0953,2025-01-01,2024-12-20,Fire,Online,277737,249963,Rejected,High,Yes,Yes,No,24,,44,2025-01-10,,Apollo,Hyderabad,TS
CL01066,P0320,2025-01-01,2024-12-20,Medical,Online,104543,94088, approved ,Low,Yes,Yes,No,89,,25,2025-01-10,,City Garage,Hyderabad,TS
CL01067,P0674,2025-01-01,2024-12-20,Fire,Online,104700,94230,Pending,Low,Yes,Yes,Yes,67,,45,2025-01-10,,Apollo,Hyderabad,TS
CL01068,P0304,2025-01-01,2024-12-20,Accident,Online,318666,286799, approved ,Medium,Yes,Yes,No,99,,42,2025-01-10,,Apollo,Hyderabad,TS
CL01069,P0506,2025-01-01,2024-12-20,Fire,Online,176277,158649,Pending,High,Yes,Yes,Yes,51,,2,2025-01-10,,Apollo,Hyderabad,TS
CL01070,P0022,2025-01-01,2024-12-20,Fire,Online,359763,323786,Approved,Medium,Yes,Yes,Yes,55,359763,42,2025-01-10,,City Garage,Hyderabad,TS
CL01071,P0424,2025-01-01,2024-12-20,Medical,Online,96609,86948,Rejected,Low,Yes,Yes,No,7,,16,2025-01-10,,Apollo,Hyderabad,TS
CL01072,P0905,2025-01-01,2024-12-20,Theft,Online,278096,250286,Pending,Medium,Yes,Yes,Yes,43,,23,2025-01-10,,Apollo,Hyderabad,TS
CL01073,P0113,2025-01-01,2024-12-20,Fire,Online,36408,32767,Pending,High,Yes,Yes,Yes,7,,38,2025-01-10,,City Garage,Hyderabad,TS
CL01074,P0977,2025-01-01,2024-12-20,Fire,Online,154548,139093, approved ,Medium,Yes,Yes,Yes,46,,55,2025-01-10,,Apollo,Hyderabad,TS
CL01075,P0839,2025-01-01,2024-12-20,Fire,Online,127549,114794, approved ,High,Yes,Yes,No,64,,45,2025-01-10,,Apollo,Hyderabad,TS
CL01076,P0515,2025-01-01,2024-12-20,Accident,Online,276098,248488,Rejected,Medium,Yes,Yes,Yes,63,,36,2025-01-10,,Apollo,Hyderabad,TS
CL01077,P0185,2025-01-01,2024-12-20,Fire,Online,432282,389053,Approved,Low,Yes,Yes,No,21,432282,27,2025-01-10,,City Garage,Hyderabad,TS
CL01078,P0670,2025-01-01,2024-12-20,Medical,Online,221835,199651,Rejected,Medium,Yes,Yes,No,87,,30,2025-01-10,,City Garage,Hyderabad,TS
CL01079,P0820,2025-01-01,2024-12-20,Fire,Online,342217,307995,Rejected,Low,Yes,Yes,Yes,51,,19,2025-01-10,,Apollo,Hyderabad,TS
CL01080,P0374,2025-01-01,2024-12-20,Theft,Online,360991,324891, approved ,Medium,Yes,Yes,No,65,,22,2025-01-10,,City Garage,Hyderabad,TS
CL01081,P0391,2025-01-01,2024-12-20,Medical,Online,14018,12616,Rejected,High,Yes,Yes,No,43,,50,2025-01-10,,City Garage,Hyderabad,TS
CL01082,P0367,2025-01-01,2024-12-20,Fire,Online,336156,302540,Approved,Medium,Yes,Yes,No,61,336156,44,2025-01-10,,City Garage,Hyderabad,TS
CL01083,P0186,2025-01-01,2024-12-20,Medical,Online,283337,255003,Pending,Medium,Yes,Yes,Yes,74,,5,2025-01-10,,Apollo,Hyderabad,TS
CL01084,P0270,2025-01-01,2024-12-20,Fire,Online,75765,68188,Rejected,High,Yes,Yes,Yes,13,,58,2025-01-10,,City Garage,Hyderabad,TS
CL01085,P0628,2025-01-01,2024-12-20,Fire,Online,130389,117350,Approved,Medium,Yes,Yes,Yes,76,130389,3,2025-01-10,,City Garage,Hyderabad,TS
CL01086,P0011,2025-01-01,2024-12-20,Medical,Online,175828,158245,Pending,Medium,Yes,Yes,Yes,11,,40,2025-01-10,,Apollo,Hyderabad,TS
CL01087,P0054,2025-01-01,2024-12-20,Fire,Online,342082,307873,Approved,Medium,Yes,Yes,No,58,342082,38,2025-01-10,,City Garage,Hyderabad,TS
CL01088,P0884,2025-01-01,2024-12-20,Medical,Online,224596,202136, approved ,Medium,Yes,Yes,No,50,,24,2025-01-10,,City Garage,Hyderabad,TS
CL01089,P0985,2025-01-01,2024-12-20,Medical,Online,431279,388151,Rejected,High,Yes,Yes,No,43,,31,2025-01-10,,City Garage,Hyderabad,TS
CL01090,P0255,2025-01-01,2024-12-20,Fire,Online,404997,364497,Pending,Medium,Yes,Yes,Yes,4,,42,2025-01-10,,City Garage,Hyderabad,TS
CL01091,P0253,2025-01-01,2024-12-20,Theft,Online,385174,346656, approved ,High,Yes,Yes,No,57,,21,2025-01-10,,Apollo,Hyderabad,TS
CL01092,P0813,2025-01-01,2024-12-20,Theft,Online,410845,369760,Pending,High,Yes,Yes,Yes,81,,24,2025-01-10,,Apollo,Hyderabad,TS
CL01093,P0289,2025-01-01,2024-12-20,Medical,Online,497881,448092,Approved,Medium,Yes,Yes,No,65,497881,16,2025-01-10,,Apollo,Hyderabad,TS
CL01094,P0794,2025-01-01,2024-12-20,Theft,Online,499257,449331,Approved,Medium,Yes,Yes,No,87,499257,58,2025-01-10,,City Garage,Hyderabad,TS
CL01095,P0152,2025-01-01,2024-12-20,Medical,Online,5554,4998,Approved,Low,Yes,Yes,Yes,94,5554,44,2025-01-10,,Apollo,Hyderabad,TS
CL01096,P0166,2025-01-01,2024-12-20,Theft,Online,36662,32995, approved ,High,Yes,Yes,Yes,26,,11,2025-01-10,,Apollo,Hyderabad,TS
CL01097,P0191,2025-01-01,2024-12-20,Fire,Online,153815,138433, approved ,Medium,Yes,Yes,No,83,,13,2025-01-10,,Apollo,Hyderabad,TS
CL01098,P0430,2025-01-01,2024-12-20,Theft,Online,375794,338214,Pending,Medium,Yes,Yes,Yes,22,,1,2025-01-10,,Apollo,Hyderabad,TS
CL01099,P0594,2025-01-01,2024-12-20,Theft,Online,52028,46825,Rejected,High,Yes,Yes,Yes,3,,46,2025-01-10,,City Garage,Hyderabad,TS
CL01100,P0420,2025-01-01,2024-12-20,Theft,Online,302751,272475,Rejected,High,Yes,Yes,No,38,,37,2025-01-10,,Apollo,Hyderabad,TS
CL01101,P0824,2025-01-01,2024-12-20,Accident,Online,92498,83248,Rejected,Medium,Yes,Yes,Yes,83,,52,2025-01-10,,Apollo,Hyderabad,TS
CL01102,P0580,2025-01-01,2024-12-20,Accident,Online,128779,115901,Pending,Medium,Yes,Yes,Yes,1,,13,2025-01-10,,Apollo,Hyderabad,TS
CL01103,P0652,2025-01-01,2024-12-20,Theft,Online,316454,284808,Rejected,Low,Yes,Yes,No,15,,24,2025-01-10,,Apollo,Hyderabad,TS
CL01104,P0847,2025-01-01,2024-12-20,Accident,Online,318180,286362,Approved,High,Yes,Yes,Yes,12,318180,58,2025-01-10,,Apollo,Hyderabad,TS
CL01105,P0599,2025-01-01,2024-12-20,Accident,Online,271940,244746,Rejected,Low,Yes,Yes,Yes,16,,20,2025-01-10,,Apollo,Hyderabad,TS
CL01106,P0072,2025-01-01,2024-12-20,Theft,Online,384445,346000,Rejected,High,Yes,Yes,No,72,,37,2025-01-10,,City Garage,Hyderabad,TS
CL01107,P0801,2025-01-01,2024-12-20,Accident,Online,379726,341753,Rejected,Medium,Yes,Yes,Yes,89,,18,2025-01-10,,Apollo,Hyderabad,TS
CL01108,P0964,2025-01-01,2024-12-20,Accident,Online,279450,251505,Pending,Medium,Yes,Yes,No,84,,41,2025-01-10,,City Garage,Hyderabad,TS
CL01109,P0537,2025-01-01,2024-12-20,Accident,Online,337349,303614,Approved,High,Yes,Yes,No,91,337349,44,2025-01-10,,Apollo,Hyderabad,TS
CL01110,P0957,2025-01-01,2024-12-20,Medical,Online,172757,155481,Pending,Medium,Yes,Yes,Yes,25,,33,2025-01-10,,City Garage,Hyderabad,TS
CL01111,P0308,2025-01-01,2024-12-20,Medical,Online,217111,195399,Approved,Medium,Yes,Yes,Yes,91,217111,32,2025-01-10,,Apollo,Hyderabad,TS
CL01112,P0511,2025-01-01,2024-12-20,Fire,Online,224079,201671, approved ,High,Yes,Yes,No,37,,41,2025-01-10,,City Garage,Hyderabad,TS
CL01113,P0138,2025-01-01,2024-12-20,Theft,Online,477405,429664,Pending,Medium,Yes,Yes,No,90,,27,2025-01-10,,City Garage,Hyderabad,TS
CL01114,P0181,2025-01-01,2024-12-20,Fire,Online,456093,410483,Pending,Low,Yes,Yes,Yes,54,,8,2025-01-10,,City Garage,Hyderabad,TS
CL01115,P0950,2025-01-01,2024-12-20,Theft,Online,332966,299669, approved ,Low,Yes,Yes,No,40,,2,2025-01-10,,City Garage,Hyderabad,TS
CL01116,P0012,2025-01-01,2024-12-20,Fire,Online,418963,377066, approved ,Medium,Yes,Yes,No,45,,41,2025-01-10,,Apollo,Hyderabad,TS
CL01117,P0981,2025-01-01,2024-12-20,Theft,Online,176286,158657,Approved,High,Yes,Yes,No,71,176286,40,2025-01-10,,Apollo,Hyderabad,TS
CL01118,P0609,2025-01-01,2024-12-20,Theft,Online,25758,23182,Pending,Low,Yes,Yes,Yes,69,,36,2025-01-10,,City Garage,Hyderabad,TS
CL01119,P0544,2025-01-01,2024-12-20,Fire,Online,150835,135751,Approved,Medium,Yes,Yes,No,27,150835,42,2025-01-10,,Apollo,Hyderabad,TS
CL01120,P0897,2025-01-01,2024-12-20,Theft,Online,12718,11446,Rejected,High,Yes,Yes,Yes,67,,7,2025-01-10,,City Garage,Hyderabad,TS
CL01121,P0051,2025-01-01,2024-12-20,Theft,Online,413902,372511,Rejected,Medium,Yes,Yes,Yes,7,,26,2025-01-10,,City Garage,Hyderabad,TS
CL01122,P0557,2025-01-01,2024-12-20,Accident,Online,55259,49733,Pending,High,Yes,Yes,No,93,,14,2025-01-10,,City Garage,Hyderabad,TS
CL01123,P0121,2025-01-01,2024-12-20,Fire,Online,37807,34026,Approved,Low,Yes,Yes,Yes,66,37807,34,2025-01-10,,City Garage,Hyderabad,TS
CL01124,P0524,2025-01-01,2024-12-20,Medical,Online,355550,319995,Rejected,Medium,Yes,Yes,No,8,,12,2025-01-10,,City Garage,Hyderabad,TS
CL01125,P0386,2025-01-01,2024-12-20,Fire,Online,307387,276648,Approved,Low,Yes,Yes,Yes,12,307387,11,2025-01-10,,Apollo,Hyderabad,TS
CL01126,P0407,2025-01-01,2024-12-20,Medical,Online,89241,80316, approved ,Low,Yes,Yes,Yes,70,,23,2025-01-10,,Apollo,Hyderabad,TS
CL01127,P0739,2025-01-01,2024-12-20,Theft,Online,209359,188423,Pending,Low,Yes,Yes,No,45,,6,2025-01-10,,City Garage,Hyderabad,TS
CL01128,P0910,2025-01-01,2024-12-20,Fire,Online,67074,60366,Rejected,Low,Yes,Yes,Yes,93,,21,2025-01-10,,City Garage,Hyderabad,TS
CL01129,P0605,2025-01-01,2024-12-20,Medical,Online,213387,192048,Rejected,High,Yes,Yes,Yes,17,,13,2025-01-10,,City Garage,Hyderabad,TS
CL01130,P0663,2025-01-01,2024-12-20,Accident,Online,119542,107587, approved ,Medium,Yes,Yes,Yes,12,,27,2025-01-10,,Apollo,Hyderabad,TS
CL01131,P0544,2025-01-01,2024-12-20,Fire,Online,152839,137555,Pending,Low,Yes,Yes,No,37,,56,2025-01-10,,City Garage,Hyderabad,TS
CL01132,P0157,2025-01-01,2024-12-20,Accident,Online,494457,445011,Rejected,Medium,Yes,Yes,No,39,,27,2025-01-10,,City Garage,Hyderabad,TS
CL01133,P0164,2025-01-01,2024-12-20,Theft,Online,46994,42294, approved ,Medium,Yes,Yes,Yes,7,,39,2025-01-10,,Apollo,Hyderabad,TS
CL01134,P0175,2025-01-01,2024-12-20,Fire,Online,107609,96848, approved ,High,Yes,Yes,No,87,,15,2025-01-10,,City Garage,Hyderabad,TS
CL01135,P0990,2025-01-01,2024-12-20,Fire,Online,220947,198852,Approved,Medium,Yes,Yes,Yes,21,220947,39,2025-01-10,,Apollo,Hyderabad,TS
CL01136,P0432,2025-01-01,2024-12-20,Fire,Online,316339,284705, approved ,Medium,Yes,Yes,No,76,,23,2025-01-10,,City Garage,Hyderabad,TS
CL01137,P0384,2025-01-01,2024-12-20,Theft,Online,441549,397394,Pending,High,Yes,Yes,No,12,,26,2025-01-10,,City Garage,Hyderabad,TS
CL01138,P0167,2025-01-01,2024-12-20,Fire,Online,149354,134418,Pending,Low,Yes,Yes,No,77,,44,2025-01-10,,Apollo,Hyderabad,TS
CL01139,P0523,2025-01-01,2024-12-20,Theft,Online,349470,314523,Pending,Low,Yes,Yes,Yes,38,,58,2025-01-10,,Apollo,Hyderabad,TS
CL01140,P0206,2025-01-01,2024-12-20,Medical,Online,200382,180343,Pending,High,Yes,Yes,Yes,29,,48,2025-01-10,,Apollo,Hyderabad,TS
CL01141,P0590,2025-01-01,2024-12-20,Fire,Online,493447,444102,Approved,High,Yes,Yes,Yes,23,493447,46,2025-01-10,,City Garage,Hyderabad,TS
CL01142,P0844,2025-01-01,2024-12-20,Theft,Online,325258,292732, approved ,High,Yes,Yes,No,88,,31,2025-01-10,,Apollo,Hyderabad,TS
CL01143,P0953,2025-01-01,2024-12-20,Theft,Online,112374,101136,Approved,High,Yes,Yes,Yes,8,112374,45,2025-01-10,,Apollo,Hyderabad,TS
CL01144,P0274,2025-01-01,2024-12-20,Fire,Online,280519,252467,Rejected,Medium,Yes,Yes,Yes,78,,56,2025-01-10,,Apollo,Hyderabad,TS
CL01145,P0260,2025-01-01,2024-12-20,Medical,Online,294471,265023, approved ,Medium,Yes,Yes,No,82,,36,2025-01-10,,City Garage,Hyderabad,TS
CL01146,P0999,2025-01-01,2024-12-20,Fire,Online,331590,298431, approved ,Medium,Yes,Yes,Yes,7,,14,2025-01-10,,City Garage,Hyderabad,TS
CL01147,P0639,2025-01-01,2024-12-20,Accident,Online,412739,371465,Approved,Medium,Yes,Yes,Yes,1,412739,56,2025-01-10,,Apollo,Hyderabad,TS
CL01148,P0342,2025-01-01,2024-12-20,Medical,Online,191252,172126, approved ,Medium,Yes,Yes,No,41,,52,2025-01-10,,City Garage,Hyderabad,TS
CL01149,P0968,2025-01-01,2024-12-20,Theft,Online,267035,240331,Pending,High,Yes,Yes,Yes,96,,59,2025-01-10,,Apollo,Hyderabad,TS
CL01150,P0802,2025-01-01,2024-12-20,Theft,Online,225871,203283, approved ,Medium,Yes,Yes,No,90,,48,2025-01-10,,City Garage,Hyderabad,TS
CL01151,P0873,2025-01-01,2024-12-20,Medical,Online,74929,67436,Rejected,High,Yes,Yes,No,10,,11,2025-01-10,,City Garage,Hyderabad,TS
CL01152,P0598,2025-01-01,2024-12-20,Accident,Online,79302,71371,Pending,Medium,Yes,Yes,Yes,60,,57,2025-01-10,,Apollo,Hyderabad,TS
CL01153,P0045,2025-01-01,2024-12-20,Medical,Online,7932,7138,Rejected,Low,Yes,Yes,Yes,28,,49,2025-01-10,,City Garage,Hyderabad,TS
CL01154,P0039,2025-01-01,2024-12-20,Medical,Online,329816,296834,Pending,High,Yes,Yes,No,10,,4,2025-01-10,,City Garage,Hyderabad,TS
CL01155,P0959,2025-01-01,2024-12-20,Accident,Online,374053,336647, approved ,High,Yes,Yes,Yes,67,,30,2025-01-10,,City Garage,Hyderabad,TS
CL01156,P0545,2025-01-01,2024-12-20,Accident,Online,106671,96003,Approved,Medium,Yes,Yes,Yes,13,106671,38,2025-01-10,,Apollo,Hyderabad,TS
CL01157,P0850,2025-01-01,2024-12-20,Theft,Online,265397,238857,Pending,Medium,Yes,Yes,Yes,72,,52,2025-01-10,,Apollo,Hyderabad,TS
CL01158,P0185,2025-01-01,2024-12-20,Theft,Online,273370,246033,Pending,High,Yes,Yes,Yes,72,,4,2025-01-10,,Apollo,Hyderabad,TS
CL01159,P0036,2025-01-01,2024-12-20,Medical,Online,315497,283947,Pending,High,Yes,Yes,Yes,75,,52,2025-01-10,,Apollo,Hyderabad,TS
CL01160,P0741,2025-01-01,2024-12-20,Accident,Online,93036,83732, approved ,Low,Yes,Yes,Yes,66,,30,2025-01-10,,Apollo,Hyderabad,TS
CL01161,P0055,2025-01-01,2024-12-20,Medical,Online,205062,184555,Pending,Medium,Yes,Yes,No,47,,37,2025-01-10,,City Garage,Hyderabad,TS
CL01162,P0118,2025-01-01,2024-12-20,Fire,Online,24232,21808,Rejected,Medium,Yes,Yes,Yes,46,,27,2025-01-10,,Apollo,Hyderabad,TS
CL01163,P0928,2025-01-01,2024-12-20,Accident,Online,202542,182287, approved ,High,Yes,Yes,No,35,,24,2025-01-10,,City Garage,Hyderabad,TS
CL01164,P0105,2025-01-01,2024-12-20,Fire,Online,415588,374029,Pending,Low,Yes,Yes,Yes,75,,36,2025-01-10,,Apollo,Hyderabad,TS
CL01165,P0003,2025-01-01,2024-12-20,Theft,Online,441679,397511, approved ,Low,Yes,Yes,Yes,98,,40,2025-01-10,,Apollo,Hyderabad,TS
CL01166,P0820,2025-01-01,2024-12-20,Theft,Online,270214,243192,Rejected,Low,Yes,Yes,No,34,,24,2025-01-10,,Apollo,Hyderabad,TS
CL01167,P0019,2025-01-01,2024-12-20,Accident,Online,479454,431508,Pending,Low,Yes,Yes,No,60,,23,2025-01-10,,Apollo,Hyderabad,TS
CL01168,P0388,2025-01-01,2024-12-20,Fire,Online,18467,16620,Approved,Low,Yes,Yes,No,92,18467,27,2025-01-10,,Apollo,Hyderabad,TS
CL01169,P0562,2025-01-01,2024-12-20,Theft,Online,251079,225971, approved ,Medium,Yes,Yes,Yes,63,,41,2025-01-10,,Apollo,Hyderabad,TS
CL01170,P0808,2025-01-01,2024-12-20,Fire,Online,180611,162549,Pending,Low,Yes,Yes,Yes,27,,6,2025-01-10,,Apollo,Hyderabad,TS
CL01171,P0025,2025-01-01,2024-12-20,Accident,Online,398526,358673,Approved,Medium,Yes,Yes,No,49,398526,24,2025-01-10,,Apollo,Hyderabad,TS
CL01172,P0912,2025-01-01,2024-12-20,Theft,Online,133665,120298,Rejected,Medium,Yes,Yes,Yes,71,,3,2025-01-10,,Apollo,Hyderabad,TS
