Customer_ID,Customer_Name,Age,Gender,Marital_Status,Occupation,Annual_Income,City,State,Customer_Segment,Risk_Score,Previous_Claims,Previous_Fraud_Count,Customer_Since
C0517,Customer 517,50,Female,Single,Teacher,603366,Hyderabad,TS,Premium,89,1,0,2018-04-09
C0518,Customer 518,42,Female,Single,Doctor,488958,Hyderabad,TS,Individual,86,4,1,2020-05-16
C0519,Customer 519,50,Male,Single,Teacher,1470615,Vijayawada,TS,Premium,85,6,0,2022-06-08
C0520,Customer 520,23,Male,Married,Teacher,939290,Vijayawada,AP,Individual,89,7,1,2021-12-30
C0521,Customer 521,40,Female,Single,Teacher,706349,Vijayawada,AP,Individual,33,4,2,2023-03-15
C0522,Customer 522,39,Female,Single,Business,1675060,Vijayawada,AP,Individual,55,6,0,2021-03-16
C0523,Customer 523,53,Female,Single,Business,1884287,Visakhapatnam,AP,Individual,83,7,1,2022-01-24
C0524,Customer 524,46,Female,Single,Engineer,1287926,Vijayawada,AP,Individual,7,5,1,2020-09-17
C0525,Customer 525,57,Male,Single,Engineer,1201030,Vijayawada,TS,Premium,32,6,0,2019-03-01
C0526,Customer 526,33,Female,Married,Teacher,252548,Hyderabad,AP,Premium,86,4,1,2021-02-22
C0527,Customer 527,68,Female,Single,Business,491139,Vijayawada,TS,Premium,76,8,1,2018-05-26
C0528,Customer 528,37,Male,Married,Business,1254240,Visakhapatnam,AP,Individual,41,7,0,2018-09-22
C0529,Customer 529,45,Female,Married,Engineer,493630,Visakhapatnam,TS,Premium,44,6,0,2018-08-03
C0530,Customer 530,47,Female,Single,Teacher,1908402,Vijayawada,AP,Premium,70,6,0,2021-07-03
C0531,Customer 531,66,Male,Married,Teacher,1435610,Vijayawada,TS,Individual,95,1,0,2024-04-05
C0532,Customer 532,62,Female,Single,Teacher,293395,Visakhapatnam,TS,Premium,88,9,1,2020-11-19
C0533,Customer 533,54,Female,Married,Doctor,1388743,Hyderabad,AP,Premium,29,7,2,2022-03-02
C0534,Customer 534,60,Female,Single,Engineer,1493844,Vijayawada,TS,Individual,38,7,1,2019-11-02
C0535,Customer 535,23,Male,Single,Doctor,799717,Hyderabad,AP,Individual,19,10,2,2022-11-10
C0536,Customer 536,58,Female,Single,Business,1598692,Hyderabad,AP,Individual,7,0,0,2022-05-04
C0537,Customer 537,68,Female,Married,Teacher,1959294,Hyderabad,AP,Premium,5,3,0,2022-05-29
C0538,Customer 538,25,Female,Married,Teacher,1992272,Vijayawada,AP,Premium,63,10,0,2023-03-31
C0539,Customer 539,33,Female,Single,Business,1978947,Visakhapatnam,TS,Individual,45,8,1,2020-08-07
C0540,Customer 540,43,Female,Married,Doctor,304501,Hyderabad,TS,Premium,76,2,2,2019-08-18
C0541,Customer 541,39,Male,Single,Business,1066804,Vijayawada,AP,Premium,48,5,2,2018-11-25
C0542,Customer 542,68,Female,Single,Engineer,496750,Hyderabad,TS,Premium,43,0,0,2019-06-07
C0543,Customer 543,26,Male,Married,Teacher,1782002,Hyderabad,TS,Individual,53,5,0,2021-06-28
C0544,Customer 544,68,Male,Married,Engineer,1404003,Hyderabad,AP,Individual,96,2,1,2021-04-10
C0545,Customer 545,50,Male,Single,Engineer,1464063,Visakhapatnam,TS,Premium,89,7,2,2022-12-12
C0546,Customer 546,47,Male,Married,Engineer,829228,Hyderabad,AP,Individual,15,3,0,2022-05-29
C0547,Customer 547,66,Female,Single,Teacher,1378891,Visakhapatnam,AP,Premium,89,9,2,2019-09-21
C0548,Customer 548,61,Male,Married,Business,952780,Visakhapatnam,AP,Premium,82,7,0,2020-10-17
C0549,Customer 549,57,Female,Single,Business,343064,Visakhapatnam,TS,Individual,34,8,1,2019-06-16
C0550,Customer 550,52,Male,Married,Engineer,508979,Visakhapatnam,AP,Individual,86,0,2,2024-01-01
C0551,Customer 551,18,Male,Single,Doctor,1200918,Hyderabad,AP,Premium,59,9,2,2018-03-14
C0552,Customer 552,35,Female,Married,Engineer,928043,Hyderabad,AP,Individual,97,9,0,2024-06-21
C0553,Customer 553,43,Male,Single,Teacher,1220355,Hyderabad,TS,Premium,77,1,2,2024-01-23
C0554,Customer 554,61,Male,Married,Engineer,829064,Hyderabad,AP,Premium,69,7,2,2024-07-07
C0555,Customer 555,36,Female,Married,Business,1847943,Visakhapatnam,TS,Individual,39,9,1,2018-11-14
C0556,Customer 556,70,Female,Single,Business,1702923,Hyderabad,TS,Premium,86,4,0,2024-06-24
C0557,Customer 557,36,Female,Single,Teacher,1019058,Visakhapatnam,AP,Premium,87,2,1,2018-06-22
C0558,Customer 558,61,Female,Single,Doctor,369015,Vijayawada,TS,Individual,17,3,1,2021-08-20
C0559,Customer 559,47,Female,Single,Business,275403,Vijayawada,AP,Premium,73,9,2,2020-12-02
C0560,Customer 560,57,Male,Single,Business,315913,Hyderabad,AP,Premium,1,5,2,2022-12-30
C0561,Customer 561,38,Male,Single,Business,1505595,Hyderabad,AP,Premium,43,7,1,2021-01-28
C0562,Customer 562,28,Female,Single,Engineer,1309626,Visakhapatnam,TS,Individual,13,7,0,2023-01-17
C0563,Customer 563,50,Male,Single,Doctor,1294250,Visakhapatnam,TS,Individual,67,1,1,2020-07-25
C0564,Customer 564,25,Male,Married,Doctor,1408381,Visakhapatnam,TS,Individual,43,9,2,2022-04-24
C0565,Customer 565,33,Female,Single,Business,342425,Vijayawada,TS,Premium,95,8,2,2024-03-26
C0566,Customer 566,22,Male,Married,Engineer,1957662,Vijayawada,TS,Individual,12,8,1,2018-11-02
C0567,Customer 567,43,Female,Married,Teacher,1039150,Hyderabad,TS,Premium,87,6,1,2023-01-28
C0568,Customer 568,18,Male,Single,Engineer,1246259,Vijayawada,AP,Individual,99,7,0,2022-07-14
C0569,Customer 569,58,Female,Married,Engineer,1878471,Vijayawada,AP,Individual,63,6,0,2024-09-05
C0570,Customer 570,29,Male,Married,Doctor,366119,Visakhapatnam,AP,Premium,91,2,1,2019-10-14
C0571,Customer 571,37,Male,Married,Doctor,265767,Visakhapatnam,TS,Premium,5,7,0,2019-11-01
C0572,Customer 572,65,Female,Married,Doctor,1908243,Vijayawada,AP,Premium,5,4,0,2021-11-22
C0573,Customer 573,30,Female,Single,Teacher,490005,Hyderabad,AP,Individual,20,4,1,2023-07-13
C0574,Customer 574,55,Female,Single,Business,1411426,Visakhapatnam,TS,Individual,95,8,0,2024-03-03
C0575,Customer 575,67,Male,Married,Business,669233,Visakhapatnam,AP,Premium,53,6,2,2020-06-13
C0576,Customer 576,26,Female,Single,Engineer,1390658,Hyderabad,TS,Individual,46,7,1,2023-11-29
C0577,Customer 577,28,Female,Single,Doctor,347875,Visakhapatnam,TS,Individual,84,9,2,2020-06-18
C0578,Customer 578,34,Male,Single,Engineer,1170570,Vijayawada,AP,Individual,39,0,1,2023-01-04
C0579,Customer 579,49,Male,Single,Business,1896505,Visakhapatnam,TS,Premium,40,4,0,2022-01-05
C0580,Customer 580,60,Female,Single,Business,1905654,Hyderabad,TS,Individual,46,3,2,2018-09-28
C0581,Customer 581,41,Female,Single,Doctor,1287124,Hyderabad,TS,Individual,1,0,2,2020-01-04
C0582,Customer 582,47,Male,Single,Doctor,339270,Visakhapatnam,AP,Premium,24,7,2,2019-01-24
C0583,Customer 583,50,Female,Married,Teacher,985388,Visakhapatnam,AP,Individual,83,2,0,2022-06-11
C0584,Customer 584,28,Male,Single,Doctor,1909195,Hyderabad,AP,Individual,1,9,2,2020-05-31
C0585,Customer 585,18,Female,Single,Business,822929,Hyderabad,TS,Premium,80,6,0,2020-03-06
C0586,Customer 586,39,Male,Married,Business,1714347,Hyderabad,AP,Individual,65,4,1,2020-08-11
C0587,Customer 587,69,Male,Single,Teacher,1459572,Visakhapatnam,AP,Individual,31,8,1,2023-11-03
C0588,Customer 588,51,Male,Single,Business,267515,Hyderabad,AP,Premium,17,10,1,2023-09-01
C0589,Customer 589,32,Male,Single,Doctor,554385,Visakhapatnam,AP,Premium,69,3,1,2021-11-19
C0590,Customer 590,66,Male,Married,Teacher,414715,Visakhapatnam,AP,Premium,40,8,0,2019-05-31
C0591,Customer 591,44,Female,Married,Engineer,1830788,Visakhapatnam,AP,Individual,41,7,0,2020-04-18
C0592,Customer 592,43,Male,Married,Business,1236077,Visakhapatnam,AP,Premium,14,10,2,2020-02-28
C0593,Customer 593,66,Male,Married,Doctor,215776,Hyderabad,TS,Individual,25,8,1,2021-01-27
C0594,Customer 594,58,Male,Married,Teacher,1148403,Hyderabad,TS,Premium,52,0,2,2018-09-05
C0595,Customer 595,36,Female,Single,Teacher,1164018,Visakhapatnam,TS,Premium,5,8,0,2019-04-28
C0596,Customer 596,38,Female,Married,Teacher,1964354,Visakhapatnam,AP,Premium,76,4,2,2024-03-01
C0597,Customer 597,55,Female,Single,Doctor,1090964,Visakhapatnam,TS,Premium,62,3,0,2019-12-26
C0598,Customer 598,51,Female,Married,Engineer,414994,Hyderabad,TS,Premium,97,4,0,2023-07-09
C0599,Customer 599,54,Female,Married,Engineer,1437007,Hyderabad,AP,Premium,50,4,2,2020-12-28
C0600,Customer 600,23,Male,Married,Engineer,1844245,Hyderabad,AP,Premium,24,2,1,2024-04-30
C0601,Customer 601,25,Male,Single,Business,804204,Hyderabad,AP,Individual,78,5,2,2020-02-19
C0602,Customer 602,25,Female,Married,Teacher,855058,Visakhapatnam,AP,Individual,23,5,2,2023-09-04
C0603,Customer 603,30,Male,Married,Engineer,884205,Visakhapatnam,TS,Individual,1,10,2,2023-08-24
C0604,Customer 604,37,Female,Married,Business,333237,Vijayawada,TS,Individual,34,4,2,2022-12-13
C0605,Customer 605,28,Female,Single,Business,1184245,Hyderabad,TS,Individual,72,2,1,2021-06-21
C0606,Customer 606,44,Female,Married,Teacher,948902,Visakhapatnam,AP,Individual,70,10,0,2022-11-01
C0607,Customer 607,31,Female,Single,Teacher,1594003,Visakhapatnam,AP,Premium,7,7,1,2018-08-28
C0608,Customer 608,60,Male,Single,Engineer,1757477,Vijayawada,AP,Individual,86,2,0,2020-02-08
C0609,Customer 609,69,Male,Single,Business,1236238,Visakhapatnam,AP,Individual,67,3,2,2019-03-19
C0610,Customer 610,70,Female,Married,Teacher,267546,Visakhapatnam,TS,Premium,46,0,1,2021-10-30
C0611,Customer 611,42,Female,Married,Business,945062,Visakhapatnam,AP,Premium,8,10,2,2023-11-21
C0612,Customer 612,39,Female,Single,Engineer,1005401,Hyderabad,TS,Individual,50,8,2,2023-03-30
C0613,Customer 613,29,Male,Single,Teacher,1062286,Vijayawada,AP,Individual,6,9,2,2022-06-13
C0614,Customer 614,22,Female,Single,Teacher,1862338,Hyderabad,TS,Premium,27,1,2,2022-05-13
C0615,Customer 615,38,Male,Single,Teacher,934236,Vijayawada,AP,Premium,76,4,1,2021-04-16
C0616,Customer 616,59,Male,Single,Teacher,1579387,Visakhapatnam,AP,Individual,56,3,0,2022-12-04
C0617,Customer 617,24,Male,Married,Teacher,1352033,Vijayawada,TS,Individual,80,9,1,2020-02-26
C0618,Customer 618,69,Female,Married,Engineer,1553051,Hyderabad,AP,Premium,7,8,1,2021-12-27
C0619,Customer 619,53,Male,Single,Business,760312,Hyderabad,TS,Premium,17,4,1,2018-07-15
C0620,Customer 620,26,Female,Single,Engineer,1556467,Hyderabad,TS,Premium,66,1,1,2021-12-28
C0621,Customer 621,53,Male,Married,Business,1704758,Visakhapatnam,TS,Premium,97,7,1,2020-09-18
C0622,Customer 622,31,Male,Single,Engineer,781003,Visakhapatnam,AP,Premium,58,10,0,2020-05-03
C0623,Customer 623,36,Female,Single,Engineer,1924074,Hyderabad,AP,Individual,22,6,0,2020-05-23
C0624,Customer 624,66,Female,Married,Doctor,1822675,Visakhapatnam,AP,Individual,54,5,2,2018-02-16
C0625,Customer 625,67,Male,Single,Doctor,319286,Hyderabad,AP,Individual,55,9,0,2023-10-23
C0626,Customer 626,20,Male,Single,Business,1720329,Visakhapatnam,TS,Individual,47,6,0,2024-04-25
C0627,Customer 627,49,Female,Single,Doctor,249465,Vijayawada,AP,Premium,8,1,1,2021-12-29
C0628,Customer 628,25,Female,Married,Engineer,316674,Visakhapatnam,TS,Premium,45,3,1,2023-07-01
C0629,Customer 629,34,Male,Single,Business,998263,Vijayawada,AP,Premium,59,6,0,2023-02-14
C0630,Customer 630,67,Male,Married,Business,595651,Hyderabad,AP,Individual,81,2,1,2021-12-09
C0631,Customer 631,40,Male,Married,Teacher,870413,Vijayawada,AP,Premium,56,7,1,2021-10-27
C0632,Customer 632,68,Male,Single,Doctor,1092646,Visakhapatnam,AP,Individual,77,5,2,2022-04-27
C0633,Customer 633,66,Male,Single,Teacher,665633,Visakhapatnam,AP,Individual,13,3,2,2020-08-03
C0634,Customer 634,20,Female,Married,Teacher,1714914,Visakhapatnam,AP,Premium,82,9,0,2018-09-06
C0635,Customer 635,57,Male,Single,Engineer,593516,Vijayawada,AP,Premium,74,9,0,2021-07-28
C0636,Customer 636,43,Female,Single,Doctor,847234,Vijayawada,TS,Individual,29,1,2,2022-03-28
C0637,Customer 637,27,Female,Married,Doctor,1452020,Visakhapatnam,TS,Individual,68,0,0,2022-11-14
C0638,Customer 638,39,Female,Single,Doctor,1289473,Vijayawada,TS,Premium,22,2,2,2019-02-15
C0639,Customer 639,60,Male,Single,Doctor,1111448,Vijayawada,TS,Premium,40,7,1,2018-08-20
C0640,Customer 640,47,Female,Single,Engineer,824734,Visakhapatnam,AP,Individual,15,3,1,2023-01-10
C0641,Customer 641,41,Female,Single,Doctor,1912857,Visakhapatnam,AP,Individual,88,7,1,2024-02-21
C0642,Customer 642,32,Female,Single,Engineer,446588,Hyderabad,TS,Premium,88,8,0,2022-07-22
C0643,Customer 643,21,Male,Single,Doctor,223460,Visakhapatnam,TS,Individual,79,3,0,2019-06-19
C0644,Customer 644,53,Female,Single,Teacher,528210,Vijayawada,AP,Premium,4,10,2,2023-07-26
C0645,Customer 645,46,Male,Single,Business,1869789,Hyderabad,TS,Premium,99,0,0,2023-11-20
C0646,Customer 646,20,Male,Single,Doctor,1304816,Hyderabad,TS,Individual,5,9,0,2023-05-14
C0647,Customer 647,27,Female,Single,Engineer,1620823,Vijayawada,AP,Individual,30,5,2,2022-12-09
C0648,Customer 648,69,Female,Single,Engineer,1735726,Vijayawada,AP,Individual,96,8,2,2022-02-23
C0649,Customer 649,56,Female,Single,Engineer,1228666,Visakhapatnam,AP,Premium,74,8,1,2024-03-12
C0650,Customer 650,45,Female,Married,Doctor,1980613,Vijayawada,AP,Individual,13,3,1,2020-04-25
C0651,Customer 651,20,Male,Married,Teacher,1818483,Visakhapatnam,TS,Premium,7,10,0,2022-11-07
C0652,Customer 652,66,Female,Married,Engineer,416871,Vijayawada,AP,Premium,50,7,0,2019-12-19
C0653,Customer 653,44,Female,Single,Engineer,1249142,Visakhapatnam,AP,Individual,86,10,0,2018-11-28
C0654,Customer 654,56,Male,Single,Teacher,1149703,Vijayawada,AP,Premium,35,6,2,2020-08-28
C0655,Customer 655,46,Male,Single,Teacher,635959,Hyderabad,AP,Individual,53,10,1,2022-12-06
C0656,Customer 656,39,Male,Single,Business,394648,Vijayawada,TS,Premium,12,8,2,2023-02-27
C0657,Customer 657,51,Male,Single,Doctor,948248,Vijayawada,AP,Individual,32,6,1,2022-02-20
C0658,Customer 658,61,Female,Married,Engineer,1738543,Visakhapatnam,AP,Individual,100,5,0,2022-11-02
C0659,Customer 659,34,Male,Single,Doctor,397297,Vijayawada,AP,Premium,47,8,0,2021-06-08
C0660,Customer 660,22,Female,Married,Teacher,702238,Visakhapatnam,AP,Individual,26,3,1,2024-09-12
C0661,Customer 661,23,Female,Married,Business,1598821,Visakhapatnam,TS,Premium,57,4,2,2021-12-31
C0662,Customer 662,30,Male,Married,Engineer,1729951,Vijayawada,TS,Premium,92,2,2,2018-05-16
C0663,Customer 663,23,Female,Single,Business,524506,Visakhapatnam,AP,Individual,66,1,2,2022-05-31
C0664,Customer 664,53,Male,Married,Doctor,1658807,Visakhapatnam,TS,Individual,53,9,1,2020-08-14
C0665,Customer 665,67,Female,Single,Doctor,803270,Visakhapatnam,TS,Individual,27,7,0,2021-01-14
C0666,Customer 666,25,Male,Single,Engineer,1243981,Hyderabad,TS,Premium,79,6,0,2018-08-06
C0667,Customer 667,44,Male,Single,Doctor,1152686,Hyderabad,AP,Individual,27,10,2,2019-10-23
C0668,Customer 668,31,Male,Single,Business,1517949,Hyderabad,TS,Premium,47,5,0,2021-08-12
C0669,Customer 669,38,Female,Single,Doctor,1150564,Hyderabad,AP,Individual,93,0,1,2019-03-01
C0670,Customer 670,30,Female,Married,Engineer,750177,Visakhapatnam,TS,Individual,97,7,0,2018-06-28
C0671,Customer 671,53,Male,Married,Business,333194,Vijayawada,TS,Premium,8,9,2,2021-01-07
C0672,Customer 672,26,Male,Single,Teacher,1136351,Hyderabad,TS,Individual,71,0,2,2019-11-21
C0673,Customer 673,63,Female,Single,Engineer,1987121,Visakhapatnam,AP,Individual,29,0,2,2018-05-09
C0674,Customer 674,50,Male,Married,Engineer,1221647,Vijayawada,TS,Individual,93,10,0,2020-09-27
C0675,Customer 675,23,Male,Single,Doctor,394136,Hyderabad,AP,Individual,96,1,1,2020-11-22
C0676,Customer 676,41,Male,Single,Teacher,1426279,Hyderabad,TS,Individual,48,8,2,2019-12-13
C0677,Customer 677,67,Male,Single,Doctor,213736,Visakhapatnam,TS,Premium,25,9,0,2021-12-15
C0678,Customer 678,63,Female,Married,Teacher,1752841,Visakhapatnam,TS,Premium,63,8,1,2023-08-27
C0679,Customer 679,59,Female,Single,Engineer,336401,Hyderabad,TS,Premium,83,6,1,2021-09-06
C0680,Customer 680,54,Male,Single,Business,1257064,Vijayawada,AP,Premium,96,6,1,2021-07-01
C0681,Customer 681,29,Male,Single,Engineer,1118055,Hyderabad,TS,Premium,36,1,1,2022-04-14
C0682,Customer 682,25,Male,Married,Engineer,1244905,Vijayawada,AP,Premium,13,1,2,2020-09-25
C0683,Customer 683,49,Male,Married,Doctor,293088,Hyderabad,AP,Individual,55,10,1,2021-06-02
C0684,Customer 684,53,Male,Married,Teacher,1637985,Visakhapatnam,AP,Individual,100,0,0,2022-01-04
C0685,Customer 685,45,Female,Single,Teacher,639331,Vijayawada,AP,Individual,31,7,0,2024-11-05
C0686,Customer 686,67,Female,Married,Teacher,1619531,Vijayawada,TS,Individual,25,2,1,2018-05-12
C0687,Customer 687,27,Male,Single,Business,309281,Vijayawada,TS,Individual,55,3,0,2024-02-10
C0688,Customer 688,40,Male,Single,Doctor,979063,Vijayawada,AP,Premium,88,2,2,2024-09-27
C0689,Customer 689,48,Male,Married,Business,1485941,Hyderabad,AP,Individual,99,0,0,2018-04-29
C0690,Customer 690,67,Male,Married,Teacher,1144769,Hyderabad,AP,Individual,39,3,2,2020-01-03
C0691,Customer 691,30,Male,Married,Teacher,1726895,Hyderabad,AP,Premium,21,8,2,2023-03-19
C0692,Customer 692,60,Female,Single,Business,342132,Hyderabad,TS,Premium,74,5,1,2022-08-13
C0693,Customer 693,27,Male,Single,Business,1579008,Vijayawada,AP,Individual,50,0,2,2022-12-24
C0694,Customer 694,18,Male,Married,Doctor,837335,Hyderabad,TS,Premium,8,9,0,2018-01-04
C0695,Customer 695,49,Female,Single,Teacher,444322,Visakhapatnam,TS,Individual,75,4,0,2018-04-03
C0696,Customer 696,33,Female,Married,Doctor,1719979,Hyderabad,AP,Premium,28,7,2,2018-07-22
C0697,Customer 697,26,Female,Single,Engineer,1031000,Hyderabad,AP,Premium,77,7,0,2019-04-02
C0698,Customer 698,62,Female,Married,Teacher,326230,Hyderabad,TS,Individual,24,5,1,2023-12-31
C0699,Customer 699,28,Female,Married,Doctor,1643851,Vijayawada,TS,Individual,85,4,2,2018-04-30
C0700,Customer 700,29,Male,Single,Business,361789,Hyderabad,TS,Individual,33,10,0,2019-12-12
C0701,Customer 701,66,Female,Single,Business,408875,Vijayawada,AP,Premium,75,6,0,2023-11-24
C0702,Customer 702,56,Male,Married,Business,737657,Vijayawada,TS,Premium,49,6,0,2022-03-21
C0703,Customer 703,39,Male,Single,Teacher,1912533,Vijayawada,TS,Individual,11,6,2,2023-09-09
C0704,Customer 704,56,Female,Single,Engineer,1257010,Visakhapatnam,AP,Premium,96,8,0,2023-01-28
C0705,Customer 705,37,Female,Single,Teacher,1095579,Vijayawada,TS,Premium,83,6,2,2018-05-07
C0706,Customer 706,54,Male,Single,Business,1344579,Hyderabad,TS,Individual,64,2,1,2024-02-25
C0707,Customer 707,58,Male,Single,Business,240553,Vijayawada,AP,Individual,35,7,2,2019-10-06
C0708,Customer 708,44,Female,Married,Doctor,878977,Vijayawada,AP,Individual,80,9,2,2019-03-22
C0709,Customer 709,56,Male,Married,Engineer,624445,Hyderabad,AP,Premium,95,10,2,2019-04-17
C0710,Customer 710,52,Male,Single,Business,1084538,Visakhapatnam,AP,Individual,43,0,1,2019-11-29
C0711,Customer 711,27,Female,Single,Engineer,1696381,Visakhapatnam,TS,Individual,42,9,0,2020-09-24
C0712,Customer 712,48,Female,Married,Business,669338,Hyderabad,AP,Individual,59,2,1,2019-11-20
C0713,Customer 713,19,Male,Single,Engineer,1965768,Visakhapatnam,AP,Premium,97,7,2,2018-04-10
C0714,Customer 714,49,Female,Married,Doctor,1732177,Vijayawada,TS,Individual,12,4,2,2022-03-26
C0715,Customer 715,45,Male,Single,Teacher,344734,Visakhapatnam,TS,Individual,13,5,1,2019-07-15
C0716,Customer 716,32,Female,Married,Teacher,1756875,Hyderabad,AP,Individual,39,3,2,2018-09-26
C0717,Customer 717,20,Female,Married,Teacher,965478,Visakhapatnam,AP,Premium,60,5,2,2021-04-13
C0718,Customer 718,39,Male,Single,Teacher,547047,Hyderabad,AP,Individual,27,10,2,2022-11-05
C0719,Customer 719,37,Male,Single,Business,1303314,Visakhapatnam,AP,Individual,9,3,0,2021-07-06
C0720,Customer 720,31,Female,Single,Doctor,928267,Vijayawada,TS,Individual,59,3,2,2019-03-26
C0721,Customer 721,47,Male,Married,Business,635080,Vijayawada,TS,Individual,64,7,1,2018-01-18
C0722,Customer 722,47,Female,Married,Doctor,314779,Vijayawada,TS,Premium,63,10,1,2018-09-04
C0723,Customer 723,50,Female,Single,Engineer,1548554,Vijayawada,AP,Premium,28,4,0,2024-01-28
C0724,Customer 724,37,Female,Single,Teacher,1384635,Visakhapatnam,TS,Individual,38,10,2,2020-12-23
C0725,Customer 725,69,Female,Single,Business,297681,Visakhapatnam,AP,Individual,90,7,0,2022-06-05
C0726,Customer 726,38,Female,Married,Doctor,1688999,Vijayawada,AP,Premium,52,7,2,2020-07-13
C0727,Customer 727,33,Female,Married,Engineer,1700408,Vijayawada,AP,Individual,89,3,1,2020-03-18
C0728,Customer 728,24,Male,Married,Teacher,313980,Visakhapatnam,AP,Premium,6,10,2,2020-11-12
C0729,Customer 729,31,Male,Married,Engineer,1403330,Hyderabad,TS,Individual,19,0,2,2018-08-31
C0730,Customer 730,55,Male,Single,Doctor,493782,Hyderabad,TS,Individual,1,9,1,2023-09-04
C0731,Customer 731,59,Male,Single,Engineer,1815923,Visakhapatnam,TS,Premium,10,2,1,2023-10-27
C0732,Customer 732,70,Male,Married,Doctor,1422861,Visakhapatnam,AP,Individual,41,1,2,2024-06-10
C0733,Customer 733,36,Female,Single,Engineer,225796,Vijayawada,AP,Individual,98,3,2,2020-03-24
C0734,Customer 734,49,Female,Married,Business,1718880,Hyderabad,TS,Individual,60,4,1,2018-09-02
C0735,Customer 735,19,Female,Married,Engineer,716961,Visakhapatnam,AP,Individual,51,1,0,2018-08-05
C0736,Customer 736,37,Female,Single,Engineer,778059,Vijayawada,AP,Individual,69,9,0,2023-05-10
C0737,Customer 737,21,Female,Married,Engineer,225629,Vijayawada,TS,Premium,63,0,2,2022-12-13
C0738,Customer 738,38,Female,Single,Teacher,789007,Vijayawada,AP,Individual,19,9,2,2021-08-01
C0739,Customer 739,43,Female,Married,Doctor,1881438,Vijayawada,AP,Individual,54,3,0,2018-11-29
C0740,Customer 740,28,Male,Single,Engineer,1152509,Visakhapatnam,AP,Individual,46,8,2,2019-12-11
C0741,Customer 741,29,Female,Single,Business,427748,Hyderabad,TS,Premium,52,2,2,2022-01-30
C0742,Customer 742,26,Male,Married,Doctor,595953,Visakhapatnam,AP,Premium,57,3,2,2023-02-03
C0743,Customer 743,27,Female,Single,Teacher,611897,Visakhapatnam,TS,Individual,6,6,2,2021-11-12
C0744,Customer 744,48,Female,Single,Teacher,1837329,Visakhapatnam,AP,Individual,20,7,2,2020-06-02
C0745,Customer 745,49,Female,Married,Engineer,1260745,Hyderabad,AP,Premium,22,3,2,2022-10-18
C0746,Customer 746,37,Female,Married,Teacher,990838,Vijayawada,AP,Individual,96,3,1,2022-07-20
C0747,Customer 747,38,Female,Married,Business,1686301,Vijayawada,AP,Individual,90,6,1,2022-02-07
C0748,Customer 748,55,Female,Married,Engineer,971609,Hyderabad,TS,Individual,28,9,1,2020-01-03
C0749,Customer 749,53,Female,Married,Teacher,1087192,Vijayawada,TS,Individual,22,2,2,2022-01-10
C0750,Customer 750,68,Female,Married,Teacher,457001,Vijayawada,AP,Premium,29,7,1,2022-09-18
C0751,Customer 751,35,Male,Single,Business,434234,Visakhapatnam,AP,Individual,69,9,0,2020-09-08
C0752,Customer 752,20,Female,Married,Teacher,599799,Hyderabad,AP,Premium,81,4,2,2019-01-23
C0753,Customer 753,26,Female,Married,Business,1979579,Vijayawada,AP,Premium,11,7,0,2019-10-15
C0754,Customer 754,54,Male,Married,Business,801225,Visakhapatnam,TS,Individual,71,10,1,2019-10-23
C0755,Customer 755,29,Male,Married,Doctor,1033015,Vijayawada,AP,Individual,53,2,2,2024-02-02
C0756,Customer 756,39,Male,Single,Teacher,803302,Visakhapatnam,AP,Individual,89,3,0,2021-06-02
C0757,Customer 757,66,Male,Single,Business,1029647,Visakhapatnam,AP,Individual,78,0,0,2023-03-22
C0758,Customer 758,43,Female,Single,Teacher,1187035,Hyderabad,AP,Premium,68,6,1,2024-07-01
C0759,Customer 759,54,Female,Single,Teacher,267822,Hyderabad,AP,Individual,67,4,2,2024-02-26
C0760,Customer 760,29,Male,Married,Business,1344479,Visakhapatnam,AP,Individual,42,10,2,2020-01-26
C0761,Customer 761,63,Male,Single,Business,1590955,Visakhapatnam,AP,Individual,27,0,2,2021-10-02
C0762,Customer 762,69,Male,Married,Business,1705934,Vijayawada,AP,Individual,6,1,0,2021-03-18
C0763,Customer 763,49,Male,Single,Doctor,1899794,Visakhapatnam,TS,Premium,31,3,1,2020-02-18
C0764,Customer 764,28,Female,Married,Doctor,959924,Hyderabad,AP,Individual,23,6,2,2023-02-19
C0765,Customer 765,31,Male,Married,Business,992642,Vijayawada,TS,Premium,77,9,0,2020-10-30
C0766,Customer 766,65,Male,Single,Business,1053289,Vijayawada,TS,Individual,39,10,0,2019-01-03
C0767,Customer 767,37,Male,Married,Engineer,1924625,Vijayawada,AP,Premium,26,8,2,2023-05-04
C0768,Customer 768,68,Female,Single,Teacher,668401,Visakhapatnam,AP,Premium,31,10,1,2021-09-18
C0769,Customer 769,20,Female,Married,Engineer,1524692,Vijayawada,AP,Premium,3,1,0,2020-10-13
C0770,Customer 770,19,Female,Married,Teacher,1830734,Hyderabad,AP,Individual,98,6,2,2024-06-16
C0771,Customer 771,62,Female,Married,Engineer,1712945,Hyderabad,AP,Individual,17,9,1,2021-11-21
C0772,Customer 772,63,Female,Married,Doctor,1065033,Vijayawada,AP,Individual,59,3,2,2021-02-06
C0773,Customer 773,58,Male,Married,Teacher,953272,Visakhapatnam,TS,Premium,90,3,2,2021-12-08
C0774,Customer 774,38,Female,Married,Engineer,990649,Hyderabad,TS,Individual,28,5,1,2022-12-05
